target,source,p-value,metric,phase,round_id,score
tenant-cpu,tenant-dsk,,cpu_usage,1-Baseline,round-5,0.23877021963954775
tenant-cpu,tenant-mem,,cpu_usage,1-Baseline,round-5,0.3213662642876946
tenant-cpu,tenant-ntk,,cpu_usage,1-Baseline,round-5,0.2588577818301181
tenant-dsk,tenant-cpu,,cpu_usage,1-Baseline,round-5,0.19273868016071563
tenant-dsk,tenant-mem,,cpu_usage,1-Baseline,round-5,0.16097467935450727
tenant-dsk,tenant-ntk,,cpu_usage,1-Baseline,round-5,0.13995582963288236
tenant-mem,tenant-cpu,,cpu_usage,1-Baseline,round-5,0.30697579492857535
tenant-mem,tenant-dsk,,cpu_usage,1-Baseline,round-5,0.21040524535887592
tenant-mem,tenant-ntk,,cpu_usage,1-Baseline,round-5,0.2499488666834475
tenant-ntk,tenant-cpu,,cpu_usage,1-Baseline,round-5,0.2308132768424176
tenant-ntk,tenant-dsk,,cpu_usage,1-Baseline,round-5,0.20783523632344733
tenant-ntk,tenant-mem,,cpu_usage,1-Baseline,round-5,0.2554072893237609
tenant-cpu,tenant-dsk,,cpu_usage,2-CPU-Noise,round-5,0.15703055174699718
tenant-cpu,tenant-mem,,cpu_usage,2-CPU-Noise,round-5,0.10992800818791071
tenant-cpu,tenant-nsy,,cpu_usage,2-CPU-Noise,round-5,0.11390897062925599
tenant-cpu,tenant-ntk,,cpu_usage,2-CPU-Noise,round-5,0.270861195134195
tenant-dsk,tenant-cpu,,cpu_usage,2-CPU-Noise,round-5,0.24930091869471413
tenant-dsk,tenant-mem,,cpu_usage,2-CPU-Noise,round-5,0.2595289084853879
tenant-dsk,tenant-nsy,,cpu_usage,2-CPU-Noise,round-5,0.20905688835890532
tenant-dsk,tenant-ntk,,cpu_usage,2-CPU-Noise,round-5,0.37489312723064894
tenant-mem,tenant-cpu,,cpu_usage,2-CPU-Noise,round-5,0.10953044321524354
tenant-mem,tenant-dsk,,cpu_usage,2-CPU-Noise,round-5,0.16958237704613327
tenant-mem,tenant-nsy,,cpu_usage,2-CPU-Noise,round-5,0.13532553537269054
tenant-mem,tenant-ntk,,cpu_usage,2-CPU-Noise,round-5,0.21548034160767393
tenant-nsy,tenant-cpu,,cpu_usage,2-CPU-Noise,round-5,0.0773514130131088
tenant-nsy,tenant-dsk,,cpu_usage,2-CPU-Noise,round-5,0.10415214664849581
tenant-nsy,tenant-mem,,cpu_usage,2-CPU-Noise,round-5,0.09552473272300527
tenant-nsy,tenant-ntk,,cpu_usage,2-CPU-Noise,round-5,0.12429963406705774
tenant-ntk,tenant-cpu,,cpu_usage,2-CPU-Noise,round-5,0.2468262632742563
tenant-ntk,tenant-dsk,,cpu_usage,2-CPU-Noise,round-5,0.37620763814621233
tenant-ntk,tenant-mem,,cpu_usage,2-CPU-Noise,round-5,0.2680621998161666
tenant-ntk,tenant-nsy,,cpu_usage,2-CPU-Noise,round-5,0.21741096896072243
tenant-cpu,tenant-dsk,,cpu_usage,3-Memory-Noise,round-5,0.19299885298512937
tenant-cpu,tenant-mem,,cpu_usage,3-Memory-Noise,round-5,0.22263245425277822
tenant-cpu,tenant-nsy,,cpu_usage,3-Memory-Noise,round-5,0.12101120123173831
tenant-cpu,tenant-ntk,,cpu_usage,3-Memory-Noise,round-5,0.22361384708607582
tenant-dsk,tenant-cpu,,cpu_usage,3-Memory-Noise,round-5,0.26901259572789127
tenant-dsk,tenant-mem,,cpu_usage,3-Memory-Noise,round-5,0.28538466012538855
tenant-dsk,tenant-nsy,,cpu_usage,3-Memory-Noise,round-5,0.15804940853487784
tenant-dsk,tenant-ntk,,cpu_usage,3-Memory-Noise,round-5,0.2796962525531771
tenant-mem,tenant-cpu,,cpu_usage,3-Memory-Noise,round-5,0.26466469795577613
tenant-mem,tenant-dsk,,cpu_usage,3-Memory-Noise,round-5,0.3390807806267067
tenant-mem,tenant-nsy,,cpu_usage,3-Memory-Noise,round-5,0.1662138942193861
tenant-mem,tenant-ntk,,cpu_usage,3-Memory-Noise,round-5,0.34608268705934825
tenant-nsy,tenant-cpu,,cpu_usage,3-Memory-Noise,round-5,0.12259195632566036
tenant-nsy,tenant-dsk,,cpu_usage,3-Memory-Noise,round-5,0.09308278264313422
tenant-nsy,tenant-mem,,cpu_usage,3-Memory-Noise,round-5,0.10833537680497034
tenant-nsy,tenant-ntk,,cpu_usage,3-Memory-Noise,round-5,0.11971573733776976
tenant-ntk,tenant-cpu,,cpu_usage,3-Memory-Noise,round-5,0.3142891740481719
tenant-ntk,tenant-dsk,,cpu_usage,3-Memory-Noise,round-5,0.3413340200979613
tenant-ntk,tenant-mem,,cpu_usage,3-Memory-Noise,round-5,0.33871147583819966
tenant-ntk,tenant-nsy,,cpu_usage,3-Memory-Noise,round-5,0.20628600312716328
tenant-cpu,tenant-dsk,,cpu_usage,4-Network-Noise,round-5,0.11343562090577437
tenant-cpu,tenant-mem,,cpu_usage,4-Network-Noise,round-5,0.08111389870894273
tenant-cpu,tenant-nsy,,cpu_usage,4-Network-Noise,round-5,0.07009999579050687
tenant-cpu,tenant-ntk,,cpu_usage,4-Network-Noise,round-5,0.13766048584954058
tenant-dsk,tenant-cpu,,cpu_usage,4-Network-Noise,round-5,0.28355759425573507
tenant-dsk,tenant-mem,,cpu_usage,4-Network-Noise,round-5,0.277729122706877
tenant-dsk,tenant-nsy,,cpu_usage,4-Network-Noise,round-5,0.25938820370574894
tenant-dsk,tenant-ntk,,cpu_usage,4-Network-Noise,round-5,0.3205437026720817
tenant-mem,tenant-cpu,,cpu_usage,4-Network-Noise,round-5,0.13996086248709871
tenant-mem,tenant-dsk,,cpu_usage,4-Network-Noise,round-5,0.1701406009330376
tenant-mem,tenant-nsy,,cpu_usage,4-Network-Noise,round-5,0.12234958822187583
tenant-mem,tenant-ntk,,cpu_usage,4-Network-Noise,round-5,0.1699941009107719
tenant-nsy,tenant-cpu,,cpu_usage,4-Network-Noise,round-5,0.07444003206080181
tenant-nsy,tenant-dsk,,cpu_usage,4-Network-Noise,round-5,0.1113578182854033
tenant-nsy,tenant-mem,,cpu_usage,4-Network-Noise,round-5,0.050657887136132736
tenant-nsy,tenant-ntk,,cpu_usage,4-Network-Noise,round-5,0.10327792505505591
tenant-ntk,tenant-cpu,,cpu_usage,4-Network-Noise,round-5,0.18116578884437654
tenant-ntk,tenant-dsk,,cpu_usage,4-Network-Noise,round-5,0.3058224213039273
tenant-ntk,tenant-mem,,cpu_usage,4-Network-Noise,round-5,0.2211630835963357
tenant-ntk,tenant-nsy,,cpu_usage,4-Network-Noise,round-5,0.21891412776550961
tenant-cpu,tenant-dsk,,cpu_usage,5-Disk-Noise,round-5,0.4485210674253964
tenant-cpu,tenant-mem,,cpu_usage,5-Disk-Noise,round-5,0.48735231528092354
tenant-cpu,tenant-nsy,,cpu_usage,5-Disk-Noise,round-5,0.4217886445934917
tenant-cpu,tenant-ntk,,cpu_usage,5-Disk-Noise,round-5,0.5323980362209022
tenant-dsk,tenant-cpu,,cpu_usage,5-Disk-Noise,round-5,0.45149048656422097
tenant-dsk,tenant-mem,,cpu_usage,5-Disk-Noise,round-5,0.2972172219620057
tenant-dsk,tenant-nsy,,cpu_usage,5-Disk-Noise,round-5,0.4087838449116988
tenant-dsk,tenant-ntk,,cpu_usage,5-Disk-Noise,round-5,0.42667025356058086
tenant-mem,tenant-cpu,,cpu_usage,5-Disk-Noise,round-5,0.3990470964321408
